,No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
27103,29006,2013,4,23,13,247.0,8,13.0,1010.0,2,4.02,0,1
27104,29007,2013,4,23,14,250.0,9,15.0,1009.0,3,0.89,0,0
27105,29008,2013,4,23,15,258.0,9,16.0,1008.0,2,4.02,0,0
27106,29009,2013,4,23,16,260.0,8,15.0,1010.0,1,4.92,0,0
27107,29010,2013,4,23,17,275.0,8,15.0,1011.0,1,8.05,0,0
27108,29011,2013,4,23,18,258.0,7,15.0,1011.0,3,0.89,0,0
27109,29012,2013,4,23,19,215.0,7,12.0,1012.0,1,1.79,0,0
27110,29013,2013,4,23,20,200.0,7,12.0,1012.0,3,0.89,0,0
27111,29014,2013,4,23,21,190.0,8,11.0,1013.0,1,1.79,0,0
27112,29015,2013,4,23,22,217.0,7,9.0,1013.0,3,0.89,0,0
27113,29016,2013,4,23,23,236.0,7,8.0,1013.0,3,1.78,0,0
27114,29017,2013,4,24,0,224.0,7,8.0,1013.0,3,2.67,0,0
27115,29018,2013,4,24,1,241.0,7,8.0,1013.0,1,1.79,0,0
27116,29019,2013,4,24,2,217.0,7,8.0,1013.0,0,0.89,0,0
27117,29020,2013,4,24,3,179.0,6,7.0,1013.0,0,2.68,0,0
27118,29021,2013,4,24,4,154.0,5,6.0,1012.0,0,4.47,0,0
27119,29022,2013,4,24,5,125.0,4,5.0,1012.0,0,7.6,0,0
27120,29023,2013,4,24,6,148.0,5,6.0,1012.0,0,10.73,0,0
27121,29024,2013,4,24,7,165.0,8,9.0,1012.0,0,13.86,0,0
27122,29025,2013,4,24,8,125.0,8,13.0,1011.0,0,15.65,0,0
27123,29026,2013,4,24,9,87.0,7,15.0,1011.0,3,0.89,0,0
27124,29027,2013,4,24,10,85.0,6,17.0,1010.0,0,1.79,0,0
27125,29028,2013,4,24,11,73.0,2,21.0,1010.0,3,3.13,0,0
27126,29029,2013,4,24,12,77.0,-2,23.0,1008.0,0,4.92,0,0
27127,29030,2013,4,24,13,74.0,-6,24.0,1008.0,0,13.86,0,0
27128,29031,2013,4,24,14,36.0,-10,24.0,1007.0,0,22.8,0,0
27129,29032,2013,4,24,15,15.0,-11,25.0,1007.0,0,32.63,0,0
27130,29033,2013,4,24,16,9.0,-8,24.0,1006.0,0,42.46,0,0
27131,29034,2013,4,24,17,8.0,-6,20.0,1007.0,0,49.61,0,0
27132,29035,2013,4,24,18,11.0,-3,19.0,1007.0,0,54.53,0,0
27133,29036,2013,4,24,19,14.0,-4,18.0,1008.0,0,59.45,0,0
27134,29037,2013,4,24,20,18.0,-2,17.0,1011.0,1,8.05,0,0
27135,29038,2013,4,24,21,14.0,-5,17.0,1012.0,0,9.83,0,0
27136,29039,2013,4,24,22,8.0,-4,15.0,1013.0,0,18.77,0,0
27137,29040,2013,4,24,23,4.0,-4,14.0,1013.0,0,25.92,0,0
27138,29041,2013,4,25,0,6.0,-5,13.0,1013.0,0,31.73,0,0
27139,29042,2013,4,25,1,7.0,-4,12.0,1013.0,0,35.75,0,0
27140,29043,2013,4,25,2,14.0,-4,13.0,1013.0,0,40.67,0,0
27141,29044,2013,4,25,3,12.0,-4,12.0,1013.0,0,44.69,0,0
27142,29045,2013,4,25,4,16.0,-5,12.0,1012.0,0,48.71,0,0
27143,29046,2013,4,25,5,14.0,-7,12.0,1013.0,0,53.63,0,0
27144,29047,2013,4,25,6,15.0,-8,13.0,1014.0,0,61.68,0,0
27145,29048,2013,4,25,7,10.0,-7,15.0,1014.0,0,68.83,0,0
27146,29049,2013,4,25,8,9.0,-8,16.0,1014.0,0,76.88,0,0
27147,29050,2013,4,25,9,8.0,-8,17.0,1014.0,0,85.82,0,0
27148,29051,2013,4,25,10,9.0,-9,19.0,1014.0,0,94.76,0,0
27149,29052,2013,4,25,11,10.0,-10,20.0,1014.0,0,104.59,0,0
27150,29053,2013,4,25,12,10.0,-9,21.0,1013.0,0,113.53,0,0
27151,29054,2013,4,25,13,9.0,-9,22.0,1013.0,0,121.58,0,0
27152,29055,2013,4,25,14,8.0,-11,22.0,1012.0,0,131.41,0,0
27153,29056,2013,4,25,15,9.0,-12,23.0,1011.0,0,141.24,0,0
27154,29057,2013,4,25,16,6.0,-12,23.0,1011.0,0,147.05,0,0
27155,29058,2013,4,25,17,5.0,-15,22.0,1011.0,0,156.88,0,0
27156,29059,2013,4,25,18,7.0,-16,21.0,1011.0,0,165.82,0,0
27157,29060,2013,4,25,19,8.0,-15,19.0,1011.0,0,170.74,0,0
27158,29061,2013,4,25,20,19.0,-13,14.0,1012.0,0,173.87,0,0
27159,29062,2013,4,25,21,22.0,-10,14.0,1013.0,3,0.89,0,0
27160,29063,2013,4,25,22,52.0,-6,12.0,1013.0,3,1.78,0,0
27161,29064,2013,4,25,23,40.0,-13,17.0,1013.0,0,1.79,0,0
27162,29065,2013,4,26,0,95.0,-7,11.0,1013.0,3,0.89,0,0
27163,29066,2013,4,26,1,40.0,-6,10.0,1013.0,2,3.13,0,0
27164,29067,2013,4,26,2,71.0,-5,10.0,1013.0,0,1.79,0,0
27165,29068,2013,4,26,3,64.0,-3,9.0,1013.0,2,1.79,0,0
27166,29069,2013,4,26,4,92.0,-4,10.0,1012.0,0,0.89,0,0
27167,29070,2013,4,26,5,83.0,0,7.0,1012.0,3,0.89,0,0
27168,29071,2013,4,26,6,100.0,0,7.0,1012.0,3,1.78,0,0
27169,29072,2013,4,26,7,115.0,0,11.0,1012.0,3,2.67,0,0
27170,29073,2013,4,26,8,70.0,-2,14.0,1013.0,3,3.56,0,0
27171,29074,2013,4,26,9,83.0,-4,16.0,1012.0,2,1.79,0,0
27172,29075,2013,4,26,10,87.0,-3,19.0,1012.0,3,0.89,0,0
27173,29076,2013,4,26,11,81.0,0,20.0,1011.0,3,2.68,0,0
27174,29077,2013,4,26,12,80.0,-1,22.0,1010.0,2,3.13,0,0
27175,29078,2013,4,26,13,80.0,0,23.0,1009.0,2,7.15,0,0
27176,29079,2013,4,26,14,78.0,1,24.0,1008.0,2,8.94,0,0
27177,29080,2013,4,26,15,70.0,1,24.0,1007.0,2,12.96,0,0
27178,29081,2013,4,26,16,66.0,1,24.0,1006.0,2,16.98,0,0
27179,29082,2013,4,26,17,74.0,2,22.0,1006.0,2,21.0,0,0
27180,29083,2013,4,26,18,74.0,1,22.0,1006.0,2,25.92,0,0
27181,29084,2013,4,26,19,80.0,1,20.0,1006.0,2,30.84,0,0
27182,29085,2013,4,26,20,74.0,0,19.0,1007.0,2,35.76,0,0
27183,29086,2013,4,26,21,52.0,-3,17.0,1008.0,2,38.89,0,0
27184,29087,2013,4,26,22,41.0,-3,17.0,1009.0,2,43.81,0,0
27185,29088,2013,4,26,23,38.0,-2,17.0,1009.0,2,45.6,0,0
27186,29089,2013,4,27,0,45.0,-1,16.0,1009.0,2,48.73,0,0
27187,29090,2013,4,27,1,55.0,-1,15.0,1009.0,1,1.79,0,0
27188,29091,2013,4,27,2,63.0,-1,14.0,1009.0,3,0.89,0,0
27189,29092,2013,4,27,3,69.0,1,11.0,1009.0,1,0.89,0,0
27190,29093,2013,4,27,4,81.0,1,11.0,1009.0,0,1.79,0,0
27191,29094,2013,4,27,5,122.0,1,9.0,1009.0,0,3.58,0,0
27192,29095,2013,4,27,6,82.0,2,9.0,1010.0,3,0.89,0,0
27193,29096,2013,4,27,7,55.0,3,13.0,1011.0,3,1.78,0,0
27194,29097,2013,4,27,8,62.0,-1,18.0,1011.0,1,1.79,0,0
27195,29098,2013,4,27,9,61.0,-6,19.0,1012.0,2,4.02,0,0
27196,29099,2013,4,27,10,46.0,-2,20.0,1012.0,2,7.15,0,0
27197,29100,2013,4,27,11,45.0,0,21.0,1012.0,2,11.17,0,0
27198,29101,2013,4,27,12,50.0,-1,22.0,1011.0,2,14.3,0,0
27199,29102,2013,4,27,13,54.0,1,23.0,1010.0,2,18.32,0,0
27200,29103,2013,4,27,14,64.0,2,24.0,1010.0,2,22.34,0,0
27201,29104,2013,4,27,15,75.0,3,24.0,1009.0,2,26.36,0,0
27202,29105,2013,4,27,16,76.0,1,24.0,1009.0,2,31.28,0,0
27203,29106,2013,4,27,17,70.0,2,23.0,1009.0,2,36.2,0,0
27204,29107,2013,4,27,18,80.0,4,22.0,1009.0,2,41.12,0,0
27205,29108,2013,4,27,19,82.0,4,20.0,1010.0,2,45.14,0,0
27206,29109,2013,4,27,20,95.0,5,19.0,1011.0,2,48.27,0,0
27207,29110,2013,4,27,21,77.0,4,17.0,1012.0,2,51.4,0,0
27208,29111,2013,4,27,22,81.0,4,16.0,1012.0,2,54.53,0,0
27209,29112,2013,4,27,23,97.0,4,15.0,1013.0,2,56.32,0,0
27210,29113,2013,4,28,0,103.0,4,15.0,1013.0,2,58.11,0,0
27211,29114,2013,4,28,1,85.0,4,13.0,1012.0,2,61.24,0,0
27212,29115,2013,4,28,2,89.0,4,13.0,1011.0,2,63.03,0,0
27213,29116,2013,4,28,3,96.0,5,13.0,1011.0,3,0.89,0,0
27214,29117,2013,4,28,4,80.0,5,11.0,1010.0,2,0.89,0,0
27215,29118,2013,4,28,5,85.0,5,12.0,1010.0,3,0.89,0,0
27216,29119,2013,4,28,6,91.0,6,11.0,1010.0,2,0.89,0,0
27217,29120,2013,4,28,7,81.0,5,13.0,1010.0,1,0.89,0,0
27218,29121,2013,4,28,8,81.0,5,14.0,1010.0,2,1.79,0,0
27219,29122,2013,4,28,9,94.0,5,16.0,1010.0,2,4.92,0,0
27220,29123,2013,4,28,10,80.0,6,15.0,1010.0,2,8.94,0,0
27221,29124,2013,4,28,11,79.0,6,15.0,1010.0,3,0.89,0,0
27222,29125,2013,4,28,12,89.0,7,17.0,1009.0,1,3.13,0,0
27223,29126,2013,4,28,13,85.0,7,18.0,1009.0,1,4.92,0,0
27224,29127,2013,4,28,14,82.0,7,18.0,1008.0,3,0.89,0,0
27225,29128,2013,4,28,15,85.0,7,18.0,1007.0,3,1.78,0,0
27226,29129,2013,4,28,16,92.0,7,18.0,1007.0,3,2.67,0,0
27227,29130,2013,4,28,17,92.0,8,19.0,1007.0,3,3.56,0,0
27228,29131,2013,4,28,18,96.0,7,19.0,1008.0,0,3.13,0,0
27229,29132,2013,4,28,19,74.0,-5,19.0,1010.0,0,12.96,0,0
27230,29133,2013,4,28,20,16.0,-9,20.0,1011.0,0,22.79,0,0
27231,29134,2013,4,28,21,21.0,-8,19.0,1012.0,0,29.94,0,0
27232,29135,2013,4,28,22,20.0,-5,16.0,1012.0,1,1.79,0,0
27233,29136,2013,4,28,23,17.0,-10,19.0,1013.0,0,7.15,0,0
27234,29137,2013,4,29,0,11.0,-10,19.0,1014.0,0,12.96,0,0
27235,29138,2013,4,29,1,11.0,-11,17.0,1014.0,0,16.98,0,0
27236,29139,2013,4,29,2,14.0,-11,16.0,1014.0,0,18.77,0,0
27237,29140,2013,4,29,3,14.0,-2,11.0,1014.0,3,0.89,0,0
27238,29141,2013,4,29,4,15.0,-3,9.0,1013.0,2,1.79,0,0
27239,29142,2013,4,29,5,17.0,-1,8.0,1013.0,3,0.89,0,0
27240,29143,2013,4,29,6,17.0,1,8.0,1013.0,3,1.78,0,0
27241,29144,2013,4,29,7,21.0,1,14.0,1014.0,3,2.67,0,0
27242,29145,2013,4,29,8,24.0,-4,20.0,1014.0,1,1.79,0,0
27243,29146,2013,4,29,9,20.0,-9,22.0,1014.0,0,3.13,0,0
27244,29147,2013,4,29,10,17.0,-9,23.0,1013.0,0,6.26,0,0
27245,29148,2013,4,29,11,47.0,-9,25.0,1012.0,0,9.39,0,0
27246,29149,2013,4,29,12,44.0,-8,27.0,1012.0,0,14.31,0,0
27247,29150,2013,4,29,13,39.0,-11,27.0,1011.0,0,22.36,0,0
27248,29151,2013,4,29,14,27.0,-11,28.0,1009.0,0,31.3,0,0
27249,29152,2013,4,29,15,30.0,-14,29.0,1009.0,0,42.48,0,0
27250,29153,2013,4,29,16,11.0,-14,29.0,1008.0,0,51.42,0,0
27251,29154,2013,4,29,17,12.0,-15,28.0,1008.0,0,62.6,0,0
27252,29155,2013,4,29,18,38.0,-13,27.0,1008.0,0,71.54,0,0
27253,29156,2013,4,29,19,74.0,-15,26.0,1009.0,0,80.48,0,0
27254,29157,2013,4,29,20,37.0,-13,25.0,1010.0,0,87.63,0,0
27255,29158,2013,4,29,21,31.0,-14,24.0,1011.0,0,93.44,0,0
27256,29159,2013,4,29,22,32.0,-14,24.0,1011.0,0,100.59,0,0
27257,29160,2013,4,29,23,48.0,-13,23.0,1011.0,0,106.4,0,0
27258,29161,2013,4,30,0,81.0,-10,18.0,1012.0,0,110.42,0,0
27259,29162,2013,4,30,1,36.0,-11,20.0,1013.0,1,4.92,0,0
27260,29163,2013,4,30,2,12.0,-13,18.0,1014.0,1,9.84,0,0
27261,29164,2013,4,30,3,10.0,-12,16.0,1014.0,1,11.63,0,0
27262,29165,2013,4,30,4,11.0,-7,12.0,1014.0,0,1.79,0,0
27263,29166,2013,4,30,5,15.0,-4,10.0,1014.0,3,0.89,0,0
27264,29167,2013,4,30,6,10.0,-8,14.0,1015.0,0,3.13,0,0
27265,29168,2013,4,30,7,11.0,-11,17.0,1015.0,1,4.92,0,0
27266,29169,2013,4,30,8,14.0,-10,19.0,1016.0,1,9.84,0,0
27267,29170,2013,4,30,9,10.0,-10,21.0,1016.0,1,13.86,0,0
27268,29171,2013,4,30,10,9.0,-10,22.0,1015.0,1,18.78,0,0
27269,29172,2013,4,30,11,11.0,-10,24.0,1015.0,1,23.7,0,0
27270,29173,2013,4,30,12,70.0,-11,26.0,1014.0,1,27.72,0,0
27271,29174,2013,4,30,13,11.0,-9,28.0,1013.0,0,4.02,0,0
27272,29175,2013,4,30,14,12.0,-9,28.0,1012.0,3,3.13,0,0
27273,29176,2013,4,30,15,13.0,-13,28.0,1011.0,3,4.92,0,0
27274,29177,2013,4,30,16,16.0,-11,28.0,1011.0,1,3.13,0,0
27275,29178,2013,4,30,17,11.0,-12,27.0,1011.0,2,4.02,0,0
27276,29179,2013,4,30,18,13.0,-15,26.0,1011.0,1,3.13,0,0
27277,29180,2013,4,30,19,22.0,-10,23.0,1012.0,3,0.89,0,0
27278,29181,2013,4,30,20,36.0,-9,20.0,1013.0,3,1.78,0,0
27279,29182,2013,4,30,21,45.0,-6,18.0,1014.0,3,2.67,0,0
27280,29183,2013,4,30,22,40.0,-10,19.0,1015.0,2,1.79,0,0
27281,29184,2013,4,30,23,38.0,-4,15.0,1016.0,2,6.71,0,0
27282,29185,2013,5,1,0,38.0,-2,14.0,1017.0,2,10.73,0,0
27283,29186,2013,5,1,1,81.0,-2,13.0,1018.0,2,12.52,0,0
27284,29187,2013,5,1,2,41.0,-1,10.0,1018.0,0,1.79,0,0
27285,29188,2013,5,1,3,36.0,0,9.0,1018.0,0,3.58,0,0
27286,29189,2013,5,1,4,59.0,2,8.0,1018.0,1,0.89,0,0
27287,29190,2013,5,1,5,46.0,4,8.0,1018.0,3,0.89,0,0
27288,29191,2013,5,1,6,48.0,2,8.0,1018.0,0,0.89,0,0
27289,29192,2013,5,1,7,83.0,2,13.0,1018.0,3,0.89,0,0
27290,29193,2013,5,1,8,45.0,2,17.0,1018.0,3,1.78,0,0
27291,29194,2013,5,1,9,33.0,1,18.0,1018.0,3,2.67,0,0
27292,29195,2013,5,1,10,30.0,0,19.0,1017.0,0,1.79,0,0
27293,29196,2013,5,1,11,27.0,-2,21.0,1016.0,0,3.58,0,0
27294,29197,2013,5,1,12,24.0,-6,22.0,1015.0,2,1.79,0,0
27295,29198,2013,5,1,13,28.0,-7,23.0,1014.0,2,3.58,0,0
27296,29199,2013,5,1,14,34.0,-5,25.0,1013.0,3,1.79,0,0
27297,29200,2013,5,1,15,33.0,-5,25.0,1012.0,2,3.13,0,0
27298,29201,2013,5,1,16,28.0,-4,24.0,1011.0,2,7.15,0,0
27299,29202,2013,5,1,17,35.0,-1,23.0,1011.0,2,12.96,0,0
27300,29203,2013,5,1,18,38.0,-1,22.0,1011.0,2,20.11,0,0
27301,29204,2013,5,1,19,59.0,0,21.0,1012.0,2,25.92,0,0
27302,29205,2013,5,1,20,41.0,-1,21.0,1012.0,2,29.05,0,0
27303,29206,2013,5,1,21,51.0,0,17.0,1012.0,2,30.84,0,0
27304,29207,2013,5,1,22,56.0,1,16.0,1013.0,2,32.63,0,0
27305,29208,2013,5,1,23,70.0,4,15.0,1013.0,2,35.76,0,0
27306,29209,2013,5,2,0,71.0,1,16.0,1013.0,2,38.89,0,0
27307,29210,2013,5,2,1,55.0,0,16.0,1013.0,2,42.02,0,0
27308,29211,2013,5,2,2,52.0,1,15.0,1013.0,2,43.81,0,0
27309,29212,2013,5,2,3,53.0,2,14.0,1013.0,2,45.6,0,0
27310,29213,2013,5,2,4,57.0,3,14.0,1013.0,2,49.62,0,0
27311,29214,2013,5,2,5,72.0,5,14.0,1013.0,2,52.75,0,0
27312,29215,2013,5,2,6,88.0,6,13.0,1014.0,2,54.54,0,0
27313,29216,2013,5,2,7,98.0,6,14.0,1014.0,2,57.67,0,0
27314,29217,2013,5,2,8,103.0,6,16.0,1015.0,1,1.79,0,0
27315,29218,2013,5,2,9,100.0,7,17.0,1014.0,2,1.79,0,0
27316,29219,2013,5,2,10,102.0,7,19.0,1014.0,3,0.89,0,0
27317,29220,2013,5,2,11,75.0,4,21.0,1013.0,2,3.13,0,0
27318,29221,2013,5,2,12,78.0,2,22.0,1012.0,2,4.92,0,0
27319,29222,2013,5,2,13,89.0,3,23.0,1012.0,2,8.94,0,0
27320,29223,2013,5,2,14,98.0,1,24.0,1011.0,2,12.07,0,0
27321,29224,2013,5,2,15,96.0,2,24.0,1010.0,2,15.2,0,0
27322,29225,2013,5,2,16,97.0,4,23.0,1009.0,2,19.22,0,0
27323,29226,2013,5,2,17,96.0,3,23.0,1008.0,2,23.24,0,0
27324,29227,2013,5,2,18,95.0,4,21.0,1009.0,2,29.05,0,0
27325,29228,2013,5,2,19,86.0,3,20.0,1009.0,2,33.97,0,0
27326,29229,2013,5,2,20,94.0,4,19.0,1010.0,2,39.78,0,0
27327,29230,2013,5,2,21,79.0,4,18.0,1011.0,2,44.7,0,0
27328,29231,2013,5,2,22,87.0,4,17.0,1012.0,2,48.72,0,0
27329,29232,2013,5,2,23,81.0,5,17.0,1013.0,2,54.53,0,0
27330,29233,2013,5,3,0,59.0,4,17.0,1013.0,2,58.55,0,0
27331,29234,2013,5,3,1,68.0,7,13.0,1015.0,1,4.02,0,1
27332,29235,2013,5,3,2,82.0,9,12.0,1016.0,2,1.79,0,2
27333,29236,2013,5,3,3,60.0,9,13.0,1016.0,2,4.92,0,3
27334,29237,2013,5,3,4,44.0,9,12.0,1016.0,3,0.89,0,0
27335,29238,2013,5,3,5,48.0,9,12.0,1017.0,0,0.89,0,0
27336,29239,2013,5,3,6,52.0,9,13.0,1017.0,3,0.89,0,0
27337,29240,2013,5,3,7,51.0,10,14.0,1018.0,0,1.79,0,0
27338,29241,2013,5,3,8,51.0,8,16.0,1018.0,0,3.58,0,0
27339,29242,2013,5,3,9,56.0,8,17.0,1018.0,3,0.89,0,0
27340,29243,2013,5,3,10,57.0,9,19.0,1018.0,3,1.78,0,0
27341,29244,2013,5,3,11,63.0,7,19.0,1018.0,3,3.57,0,0
27342,29245,2013,5,3,12,61.0,6,20.0,1018.0,3,4.46,0,0
27343,29246,2013,5,3,13,69.0,7,21.0,1017.0,3,6.25,0,0
27344,29247,2013,5,3,14,71.0,5,22.0,1016.0,2,3.13,0,0
27345,29248,2013,5,3,15,73.0,5,22.0,1016.0,3,1.79,0,0
27346,29249,2013,5,3,16,67.0,5,22.0,1015.0,2,4.02,0,0
27347,29250,2013,5,3,17,60.0,4,22.0,1015.0,2,8.04,0,0
27348,29251,2013,5,3,18,57.0,4,21.0,1015.0,2,12.96,0,0
27349,29252,2013,5,3,19,52.0,5,19.0,1015.0,2,16.98,0,0
27350,29253,2013,5,3,20,66.0,6,19.0,1016.0,2,20.11,0,0
27351,29254,2013,5,3,21,72.0,7,16.0,1016.0,2,23.24,0,0
27352,29255,2013,5,3,22,77.0,7,17.0,1016.0,2,25.03,0,0
27353,29256,2013,5,3,23,96.0,7,16.0,1017.0,2,26.82,0,0
27354,29257,2013,5,4,0,86.0,7,15.0,1017.0,2,30.84,0,0
27355,29258,2013,5,4,1,71.0,7,15.0,1017.0,2,34.86,0,0
27356,29259,2013,5,4,2,67.0,7,14.0,1017.0,2,36.65,0,0
27357,29260,2013,5,4,3,74.0,7,14.0,1017.0,2,39.78,0,0
27358,29261,2013,5,4,4,83.0,7,13.0,1017.0,2,42.91,0,0
27359,29262,2013,5,4,5,88.0,7,13.0,1017.0,2,46.04,0,0
27360,29263,2013,5,4,6,98.0,8,12.0,1018.0,1,1.79,0,0
27361,29264,2013,5,4,7,112.0,9,14.0,1018.0,2,1.79,0,0
27362,29265,2013,5,4,8,124.0,10,16.0,1018.0,2,3.58,0,0
27363,29266,2013,5,4,9,131.0,9,18.0,1018.0,2,5.37,0,0
27364,29267,2013,5,4,10,139.0,10,19.0,1018.0,3,1.79,0,0
27365,29268,2013,5,4,11,117.0,9,23.0,1017.0,2,7.15,0,0
27366,29269,2013,5,4,12,83.0,7,23.0,1017.0,2,14.3,0,0
27367,29270,2013,5,4,13,82.0,5,24.0,1016.0,2,19.22,0,0
27368,29271,2013,5,4,14,78.0,3,24.0,1015.0,2,26.37,0,0
27369,29272,2013,5,4,15,70.0,2,25.0,1015.0,2,32.18,0,0
27370,29273,2013,5,4,16,64.0,0,25.0,1014.0,2,36.2,0,0
27371,29274,2013,5,4,17,65.0,-1,25.0,1014.0,2,42.01,0,0
27372,29275,2013,5,4,18,54.0,-1,24.0,1014.0,2,47.82,0,0
27373,29276,2013,5,4,19,65.0,1,23.0,1014.0,2,51.84,0,0
27374,29277,2013,5,4,20,71.0,3,21.0,1015.0,2,54.97,0,0
27375,29278,2013,5,4,21,75.0,4,20.0,1016.0,2,56.76,0,0
27376,29279,2013,5,4,22,80.0,9,16.0,1016.0,2,57.65,0,0
27377,29280,2013,5,4,23,84.0,8,17.0,1016.0,2,59.44,0,0
27378,29281,2013,5,5,0,104.0,8,17.0,1016.0,2,61.23,0,0
27379,29282,2013,5,5,1,134.0,8,16.0,1016.0,2,63.02,0,0
27380,29283,2013,5,5,2,136.0,9,15.0,1016.0,2,64.81,0,0
27381,29284,2013,5,5,3,145.0,9,14.0,1016.0,3,0.89,0,0
27382,29285,2013,5,5,4,144.0,8,14.0,1017.0,3,1.34,0,0
27383,29286,2013,5,5,5,153.0,9,12.0,1017.0,1,0.89,0,0
27384,29287,2013,5,5,6,167.0,9,12.0,1017.0,3,0.89,0,0
27385,29288,2013,5,5,7,157.0,10,15.0,1018.0,1,0.89,0,0
27386,29289,2013,5,5,8,152.0,8,17.0,1018.0,2,1.79,0,0
27387,29290,2013,5,5,9,166.0,10,19.0,1018.0,3,0.89,0,0
27388,29291,2013,5,5,10,169.0,10,21.0,1018.0,3,1.78,0,0
27389,29292,2013,5,5,11,161.0,11,23.0,1018.0,3,2.67,0,0
27390,29293,2013,5,5,12,156.0,12,25.0,1017.0,3,3.56,0,0
27391,29294,2013,5,5,13,172.0,12,26.0,1016.0,3,4.45,0,0
27392,29295,2013,5,5,14,177.0,11,27.0,1016.0,2,3.13,0,0
27393,29296,2013,5,5,15,182.0,11,27.0,1015.0,2,6.26,0,0
27394,29297,2013,5,5,16,179.0,12,27.0,1014.0,2,10.28,0,0
27395,29298,2013,5,5,17,187.0,13,27.0,1013.0,2,14.3,0,0
27396,29299,2013,5,5,18,209.0,13,26.0,1013.0,2,18.32,0,0
27397,29300,2013,5,5,19,211.0,13,25.0,1014.0,2,22.34,0,0
27398,29301,2013,5,5,20,230.0,14,22.0,1014.0,2,25.47,0,0
27399,29302,2013,5,5,21,254.0,15,23.0,1015.0,2,29.49,0,0
27400,29303,2013,5,5,22,271.0,15,21.0,1015.0,2,31.28,0,0
27401,29304,2013,5,5,23,275.0,15,19.0,1015.0,3,0.89,0,0
27402,29305,2013,5,6,0,284.0,15,18.0,1015.0,2,0.89,0,0
27403,29306,2013,5,6,1,297.0,15,18.0,1015.0,2,1.78,0,0
27404,29307,2013,5,6,2,314.0,15,17.0,1015.0,3,0.89,0,0
27405,29308,2013,5,6,3,301.0,14,16.0,1015.0,3,1.78,0,0
27406,29309,2013,5,6,4,320.0,14,15.0,1015.0,1,0.89,0,0
27407,29310,2013,5,6,5,315.0,14,15.0,1015.0,3,0.89,0,0
27408,29311,2013,5,6,6,318.0,14,15.0,1015.0,3,1.34,0,0
27409,29312,2013,5,6,7,312.0,16,17.0,1015.0,1,0.89,0,0
27410,29313,2013,5,6,8,286.0,15,20.0,1016.0,3,0.89,0,0
27411,29314,2013,5,6,9,271.0,16,23.0,1015.0,3,1.78,0,0
27412,29315,2013,5,6,10,261.0,15,24.0,1015.0,3,2.67,0,0
27413,29316,2013,5,6,11,266.0,16,26.0,1015.0,3,3.56,0,0
27414,29317,2013,5,6,12,265.0,16,27.0,1014.0,2,3.13,0,0
27415,29318,2013,5,6,13,259.0,14,29.0,1014.0,3,1.79,0,0
27416,29319,2013,5,6,14,171.0,11,30.0,1013.0,2,4.02,0,0
27417,29320,2013,5,6,15,103.0,9,31.0,1012.0,2,8.04,0,0
27418,29321,2013,5,6,16,103.0,8,31.0,1012.0,2,12.96,0,0
27419,29322,2013,5,6,17,82.0,7,30.0,1012.0,2,17.88,0,0
27420,29323,2013,5,6,18,85.0,7,28.0,1012.0,2,21.9,0,0
27421,29324,2013,5,6,19,90.0,8,27.0,1012.0,2,25.92,0,0
27422,29325,2013,5,6,20,135.0,10,25.0,1013.0,2,27.71,0,0
27423,29326,2013,5,6,21,148.0,11,23.0,1014.0,2,29.5,0,0
27424,29327,2013,5,6,22,143.0,14,20.0,1014.0,3,0.89,0,0
27425,29328,2013,5,6,23,137.0,14,19.0,1014.0,3,1.34,0,0
27426,29329,2013,5,7,0,161.0,14,18.0,1015.0,2,1.79,0,0
27427,29330,2013,5,7,1,157.0,14,18.0,1015.0,2,2.68,0,0
27428,29331,2013,5,7,2,170.0,14,18.0,1014.0,3,0.89,0,0
27429,29332,2013,5,7,3,156.0,13,17.0,1015.0,3,1.78,0,0
27430,29333,2013,5,7,4,157.0,13,17.0,1015.0,1,0.89,0,0
27431,29334,2013,5,7,5,169.0,13,15.0,1015.0,3,0.89,0,0
27432,29335,2013,5,7,6,185.0,13,16.0,1015.0,1,0.89,0,0
27433,29336,2013,5,7,7,217.0,14,18.0,1016.0,3,0.89,0,0
27434,29337,2013,5,7,8,230.0,14,20.0,1016.0,3,1.78,0,0
27435,29338,2013,5,7,9,251.0,16,23.0,1017.0,3,2.67,0,0
27436,29339,2013,5,7,10,251.0,16,24.0,1017.0,3,3.56,0,0
27437,29340,2013,5,7,11,246.0,16,25.0,1017.0,2,1.79,0,0
27438,29341,2013,5,7,12,194.0,15,27.0,1016.0,2,4.92,0,0
27439,29342,2013,5,7,13,137.0,14,28.0,1015.0,2,8.05,0,0
27440,29343,2013,5,7,14,127.0,13,29.0,1014.0,2,11.18,0,0
27441,29344,2013,5,7,15,130.0,11,29.0,1014.0,2,16.1,0,0
27442,29345,2013,5,7,16,143.0,12,29.0,1013.0,2,20.12,0,0
27443,29346,2013,5,7,17,143.0,13,28.0,1013.0,2,23.25,0,0
27444,29347,2013,5,7,18,153.0,12,28.0,1013.0,2,26.38,0,0
27445,29348,2013,5,7,19,172.0,13,27.0,1013.0,2,30.4,0,0
27446,29349,2013,5,7,20,182.0,12,26.0,1013.0,2,34.42,0,0
27447,29350,2013,5,7,21,164.0,9,24.0,1014.0,2,38.44,0,0
